Code,BarCode,Name,Plu,Price,Mojodi,Consumer
00112,00112,شامپو داروگر خمره اي,NULL,59000,-13,63700
10043,10043,خرما درجه 1,37,222000,-432,0
10154,10154,خرماي کلوته سطلي 1.300 گرمي,264,315000,-39,330000
10265,10265,گوجه سبز,317,95000,-10,120000
4005808828081,4005808828081,مام نيوا فرش مردانه,NULL,0,0,0
6001067003366,6001067003366,خمير دندان گلگيت وايت,NULL,275000,-2,300000
6260002910262,6260002910262,خلال سيب زميني مزمز,NULL,46500,-54,50000
6260006901952,6260006901952,پودر کتلت سبزان,NULL,0,0,0
6260010512601,6260010512601,مايع لباسشويي جنرال بنفش 2000 گرمي HD سافتلن,NULL,330000,-5,348000
6260010541007,6260010541007,نرم کننده موي سر ابي اوه 1 ليتري,NULL,173500,-23,183500
6260031030030,6260031030030,شامپو پروتينه صحت,NULL,0,0,0
6260063214569,6260063214569,کره100سنتي پاک,NULL,44500,-27,45000
6260100359338,6260100359338,سوپ سبزيجات,NULL,0,0,0
6260104703335,6260104703335,ويفر چيچک پاندا,NULL,8500,-24,10000
6260107400019,6260107400019,شامپو کودک لاکپشتهاي نينجا,NULL,110000,0,118000
6260113800933,6260113800933,شربت سکنجبين,NULL,0,0,0
6260137934805,6260137934805,اسپري زنانه بلاش,NULL,0,0,0
6260161501455,6260161501455,پنير ورقه اي گودا کاله,NULL,115000,-6,120000
6260161539045,6260161539045,پنير سفيد امل 400 گرمي,NULL,0,0,0
6260171520293,6260171520293,ماکاروني مانا فرمي ساده وسبزيجات پروانه کوچک,NULL,51500,-20,54000
6260176808778,6260176808778,نکتار 1 ليتري مخلوط ميوه ها ميهن,NULL,100000,-10,140000
6260176815486,6260176815486,نوشيدني 200 سي سي پرتقال توسرخ پالپ دار ميهن,NULL,22000,-7,30000
6260198703341,6260198703341,اب انار,NULL,0,0,0
6260204502852,6260204502852,مايع شيشه شوي بنفش 500 ميل راپيدو,NULL,72000,-8,0
6260212775262,6260212775262,صابون لباسشويي فيروز 4 عددي,NULL,0,0,0
6260255515054,6260255515054,مايع دستشويي پمپي نشاط,NULL,64000,-32,73250
6260272804315,6260272804315,ماست 2000 کم چرب پربيوتيک دامداران,NULL,126500,-1,130000
6260312200046,6260312200046,سس مايونز 900 گ رعنا,NULL,125000,-215,140000
6260340701157,6260340701157,تن ماهي با فلفل قرمز,NULL,0,0,0
6260377700024,6260377700024,سس مايونز بزرگ دلوسه,NULL,0,0,0
6260406231567,6260406231567,ويفر فلوپک متوسط پرتقالي 36 عددي شيرين وطن,NULL,24000,-10,30000
6260473902278,6260473902278,کيک مخصوص کوچک تندير24عدد,NULL,0,0,0
6260475732309,6260475732309,سويا خورشتي جمع,NULL,47500,0,52000
6260475780706,6260475780706,نمک جمع کوچک,NULL,0,0,0
6260520202122,6260520202122,هات چاکلت مولتي کافه تکي,NULL,20000,94,0
6260528361692,6260528361692,نايلون فريزر رولي سبلان,NULL,0,0,0
6260544413634,6260544413634,شکلات چتري ماتريس,NULL,37500,-4,40000
6260623330913,6260623330913,دستمال ارايشي نينو,NULL,0,0,0
6260661003541,6260661003541,ماست پروبيوتيک 1500 گرمي پر چرب 4% هراز,NULL,141000,-19,145000
6260706100075,6260706100075,دستمال مرطوب لاسين,NULL,0,0,0
6260859000956,6260859000956,کتف بال زعفراني,NULL,0,0,0
6261005060039,6261005060039,سفيد کننده 4 ليتري يکتا,NULL,0,0,0
6261124000145,6261124000145,کرم ترک لب سفيد دکتر ژيلا,NULL,126000,12,145300
6261124011523,6261124011523,بس 2 مايع دستشويي سيب 500,NULL,78000,-12,84600
6261149041529,6261149041529,کيک لايه ساده ليمو 25گ شيرين عسل,NULL,0,0,0
6261198012082,6261198012082,سس مهرام 630گ,NULL,117000,-94,123000
6261552204962,6261552204962,پودر هات چاکلت 31 گرمي Remi بسته اي,NULL,380000,-1,0
6261946102591,6261946102591,بستني دو قلو پاندا,NULL,19000,-8,20000
6262032506736,6262032506736,رب فاميلا 800 گرمي,NULL,0,0,0
6262291400639,6262291400639,پاستيل کولا ژل ژله,NULL,18000,0,20000
6262484603151,6262484603151,ويفر سامک موز بزرگ,NULL,16000,-24,20000
6262753000025,6262753000025,روغن سرخ کردني  بدون پالم1800 اويلا,NULL,172000,-356,175000
6262825800577,6262825800577,مايع ظرفشويي سيلور 2000 گ بنفش اکتيو,NULL,190000,-3,206475
6262825802717,6262825802717,مايع ظرفشويي اسليو سبز,NULL,0,0,0
6262825802755,6262825802755,مايع ظرفشويي اسليو زرد 1000 گ,NULL,0,0,0
6262825802847,6262825802847,لوله بازيکن اکتيو نارنجي,NULL,0,0,0
6262825802854,6262825802854,مايع حيات صورتي,NULL,0,0,0
6262825803080,6262825803080,مايع دستشويي صدفي 450 گرمي اکتيو سبز,NULL,98000,12,103400
6262825803097,6262825803097,مايع دستشويي صدفي 450 گرمي اکتيو بنفش,NULL,98000,0,103400
6262825803127,6262825803127,مايع دستشويي صدفي 2500گ اکتيو بنفش,NULL,260000,-6,279450
6262825803134,6262825803134,مايع دستشويي صدفي 2500گ اکتيو ابي,NULL,260000,-1,279450
6262825803158,6262825803158,مايع دستشويي صدفي 450 گرمي اکتيو ابي,NULL,98000,2,103400
6262825803226,6262825803226,مايع دستشويي صدفي 450 گرمي اکتيو صورتي,NULL,98000,10,103400
6262825803233,6262825803233,مايع دستشويي صدفي 450 گرمي اکتيو سفيد,NULL,98000,12,103400
6262825803271,6262825803271,مايع دستشويي صدفي 2500گرمي سفيد اکتيو,NULL,260000,-1,279450
6262825803288,6262825803288,مايع دستشويي صدفي 3750 اکتيو سبز,NULL,385000,1,403175
6262825803301,6262825803301,مايع دستشويي صدفي 3750 اکتيو صورتي,NULL,385000,-4,403175
6262825803325,6262825803325,مايع دستشويي صدفي 2500گ اکتيو سبز,NULL,260000,12,279450
6262825803332,6262825803332,مايع دستشويي صدفي 2500گ اکتيو صورتي,NULL,260000,6,279450
6262825803356,6262825803356,مايع دستشويي صدفي 3750 اکتيو بنفش,NULL,385000,0,403175
6262825803363,6262825803363,مايع دستشويي اکتيو 3750 سفيد,NULL,385000,-4,403175
6262825803370,6262825803370,مايع دستشويي صدفي 3750 اکتيو ابي,NULL,385000,-4,403175
6262825803899,6262825803899,شامپو بچه 2در 1 اکتيو باب اسفنجي,NULL,98000,24,104565
6262825803905,6262825803905,شامپو بچه 2در 1 اکتيو مينيون,NULL,100500,34,104565
6262825803936,6262825803936,پودر لباسشويي دستي پلي واش اکتيو,NULL,52500,-6,54600
6262825803943,6262825803943,شامپو بچه 2در 1 اکتيو اسپايدرمن,NULL,100500,20,104565
6262825803950,6262825803950,شامپو بچه 2در 1 اکتيو فروزن,NULL,98000,43,104565
6262825803967,6262825803967,پودر لباس شويي 2کيلويي اکتيو,NULL,290000,0,291890
6262825804025,6262825804025,"مايع ظرفشويي سيلور اکتيو 3750 گ بنفش ",NULL,370500,-6,382950
6262825804032,6262825804032,مايع ظرفشويي سيلور اکتيو 750 گرمي سبز,NULL,95000,-3,103500
6262825804049,6262825804049,مايع ظرفشويي سيلور اکتيو 750 گرمي قرمز,NULL,95000,-10,103500
6262825800584,6262825800584,مايع ظرفشويي سيلور 2000 گ سبز اکتيو,NULL,190000,24,206475
6262825800591,6262825800591,مايع ظرفشويي سيلور 2000 گرمي اکتيو قرمز,NULL,190000,20,206475
6262825800621,6262825800621,شامپو بچه اکتيو 250گرمي ابي,NULL,80000,26,84450
6262825800638,6262825800638,شامپو بچه اکتيو 250گرمي زرد,NULL,80000,21,84450
6262825800645,6262825800645,شامپو بچه اکتيو 250گرمي صورتي,NULL,80000,18,84450
6262825800652,6262825800652,پاک کننده چند منظوره اکتيو 700 گرمي بنفش,NULL,117000,129,127500
6262825800669,6262825800669,پاک کننده اشپزخانه اکتيو 700 ميلي زرشکي,NULL,119500,4,123750
6262825800676,6262825800676,پاک کننده سطوح چوبي طبيعي,NULL,0,0,0
6262825800683,6262825800683,پاک کننده حمام و شير الات 700 گ اکتيو,NULL,133000,6,140700
6262825800690,6262825800690,پاک کننده چوب,NULL,0,0,0
6262825800713,6262825800713,"مايع سفيد کننده غليظ 750گرمي سبز اکتيو ",NULL,118000,36,127075
6262825800720,6262825800720,"مايع سفيد کننده غليظ 750گرمي سفيد اکتيو ",NULL,118000,21,127075
6262825800737,6262825800737,مايع سفيد کننده غليظ 750 گرمي قرمز اکتيو,NULL,118000,21,127750
6262825800751,6262825800751,شيشه شور ضد بو,NULL,0,0,0
6262825800782,6262825800782,لوله بازکن 1250 گرمي اکتيو نقره اي,NULL,95000,5,104150
6262825800805,6262825800805,مايع ظرف اکتيو زرد,NULL,0,0,0
6262825800812,6262825800812,مايع ظرف سبز,NULL,0,0,0
6262825800850,6262825800850,مايع دستشويي کرمي اکتيو 350 گ بنفش,NULL,105000,9,112725
6262825800867,6262825800867,مايع دستشويي کرمي 350گ اکتيو سبز,NULL,105000,15,112725
6262825800874,6262825800874,مايع دستشويي کرمي 350گ اکتيو صورتي,NULL,105000,11,112725
6262825800881,6262825800881,مايع دستشويي کرمي 2000گ اکتيو بنفش,NULL,290000,2,309475
6262825800898,6262825800898,مايع دستشويي کرمي 2000گ اکتيو سبز,NULL,290000,0,309475
6262825800904,6262825800904,مايع دستشويي کرمي 2000گ اکتيو صورتي,NULL,290000,3,309475
6262825800942,6262825800942,مايع دستشويي فوم 500 گ بنفش,NULL,0,0,0
6262825800959,6262825800959,مايع دستشويي فوم 500 گ  سيز 6262825801109,NULL,0,0,0
6262825800966,6262825800966,مايع دست فوم صورتي,NULL,0,0,0
6262825800997,6262825800997,مايع لباسشويي 1/5 اکتيو سرخابي,NULL,223000,1,243000
6262825801000,6262825801000,مايع لباسشويي  2.5 اکتيو زرد,NULL,368000,17,404190
6262825801017,6262825801017,مايع لباسشويي اکتيو 2500گ سبز,NULL,370000,-13,404190
6262825801024,6262825801024,مايع لباسشويي اکتيو 2500گ سرخابي,NULL,370000,0,404190
6262825801031,6262825801031,مايع لباسشويي تيره شوي 1 ليتري اکتيو,NULL,155000,25,168040
6262825801048,6262825801048,مايع لباس شويي تيره شوي 1500 ميلي,NULL,200000,14,214450
6262825801055,6262825801055,مايع لباسشويي تيره شوي 2500ليتري اکتيو,NULL,330000,-8,357125
6262825801062,6262825801062,مايع لباسشوي مخصوص کودک 1500 گ ابي اکتيو,NULL,240000,8,260700
6262825801079,6262825801079,مايع لباسشوي مخصوص کودک 1500 گ صورتي اکتيو,NULL,240000,12,260700
6262825801086,6262825801086,مايع دستشويي 450 گ ابي,NULL,0,0,0
6262825801093,6262825801093,مايع دستشويي 450 گ ارغواني,NULL,0,0,0
6262825801109,6262825801109,مايع دستشويي 450 گ سيز,NULL,0,0,0
6262825801116,6262825801116,مايع دستشويي 450 گرمي نارنجي,NULL,0,0,0
6262825801130,6262825801130,مايع دستشويي اکتيو 1000 گ سبز,NULL,0,0,0
6262825801154,6262825801154,مايع دستشويي اکتيو,NULL,0,0,0
6262825801178,6262825801178,مايع 2ليتري اکتيو سبز,NULL,0,0,0
6262825801208,6262825801208,مايع لباسشويي جنرال اکتيو 1000 گ زرد,NULL,0,0,0
6262825801215,6262825801215,مايع لباسشويي سبز اکتيو 1 ليتري,NULL,160000,-6,170700
6262825801222,6262825801222,مايع لباسشويي 1000 گرمي اکتيو سرخابي,NULL,158000,-9,170700
6262825801239,6262825801239,مايع لباس اکتيو 1.5 زرد,NULL,0,0,0
6262825801246,6262825801246,مايع لباسشويي 1/5 اکتيو سبز,NULL,223000,5,243000
6262825801253,6262825801253,شامپو بدن اکتيو 400 گ ابي,NULL,127500,3,130500
6262825801291,6262825801291,شامپو بدن اکتيو 400 گرمي سبز,NULL,124000,11,130500
6262825801307,6262825801307,شامپو بدن قرمز اکتيو,NULL,124000,-12,130500
6262825801321,6262825801321,نرم کننده موي سر 400 گ اکتيو موهاي اسيب ديده رنگ شده,NULL,130000,12,138750
6262825801338,6262825801338,پاک کننده چند منظوره 700 گ اکتيو,NULL,0,0,0
6262825801345,6262825801345,مايع دستشويي شفاف 450 گرمي اکتيو ابي,NULL,125000,11,135015
6262825801352,6262825801352,مايع دستشويي شفاف 450 کرمي اکتيو بنفش,NULL,125000,8,135015
6262825801369,6262825801369,مايع دستشويي شفاف 450 گرمي اکتيو سبز,NULL,125000,10,135015
6262825801376,6262825801376,مايع دستشويي شفاف 450 اکتيو صورتي,NULL,125000,5,135015
6262825801451,6262825801451,نرم کننده موي سر 400 گ معمولي اکتيو,NULL,120000,10,128400
6262825801550,6262825801550,مايع دستشو 3500 گرمي نارنجي,NULL,0,0,0
6262825801567,6262825801567,مايع دستشويي 3500 گرمي سبز اکتيو,NULL,0,0,0
6262825801574,6262825801574,مايع دستشويي 3500 گ اکتيو ارغواني,NULL,0,0,0
6262825801581,6262825801581,مايع دستشويي 3500 گ آبي اکتيو,NULL,0,0,0
6262825801666,6262825801666,شامپو بدن اسپورت اکتيو اقايان نقره اي,NULL,140000,1,148200
6262825801673,6262825801673,شامپو بدن تري دي اقايان مشکي,NULL,0,0,0
6262825801680,6262825801680,شامپو بدن اسپورت اقايان اکتيو ابي,NULL,140000,0,148200
6262825801789,6262825801789,مايع دستشويي اکتيو 1000 گرمي ابي,NULL,0,0,0
6262825801888,6262825801888,شيشه شوي اکتيو سبز,NULL,0,0,0
6262825801895,6262825801895,مايع شيشه شور اکتيو نارنجي,NULL,0,0,0
6262825801901,6262825801901,مايع شيشه شور اکتيو ابي,NULL,0,0,0
6262825802069,6262825802069,شامپو بدن کرمي 400 گ هلو و بادام اکتيو,NULL,134000,9,140700
6262825802076,6262825802076,شامپو بدن اکتيو 400 گ کاکايو,NULL,0,0,0
6262825802083,6262825802083,شامپو بدن کرمي 400 گ وانيل و عسل اکتيو,NULL,134000,3,140700
6262825802366,6262825802366,شيشه شوي ضد بخار ابي اکتيو,NULL,100000,23,105000
6262825802373,6262825802373,شيشه ضد بخار اکتيو,NULL,0,0,0
6262825802380,6262825802380,شيشه شوي ضد بخار بنفش اکتيو,NULL,0,0,0
6262825802625,6262825802625,شامپو بدن کرمي 400 گ الوئه ورا اکتيو,NULL,134000,11,140700
6262825802670,6262825802670,مايع ظرف 3750 قرمز اکتيو,NULL,0,0,0
6262825804056,6262825804056,"مايع ظرفشويي سيلور اکتيو 750 گ بنفش ",NULL,95000,0,103500
6263111500140,6263111500140,خيارشور ارين,NULL,0,0,0
6263115900151,6263115900151,عسل ظرفي موم دار پير بابا,NULL,300000,-12,550000
6263115900199,6263115900199,عسل شيشه 1000 گرمي زنبوري,NULL,345000,-1,600000
6263115900205,6263115900205,عسل شيشه اي زنبوري پير بابا,NULL,200000,-13,300000
6263115900229,6263115900229,عسل شيشه اي گلداني پير بابا,NULL,160000,-11,300000
6263116500046,6263116500046,عطر کتابي راتا,NULL,0,0,0
6263121400027,6263121400027,شکلات تابلت کاکائويي رنگي,NULL,430000,0,0
6263121400072,6263121400072,اسمارتيس تفنگي,NULL,19500,-82,20000
6263121400089,6263121400089,دراژه تخم مرغ شانسي,NULL,25000,-47,30000
6263121400119,6263121400119,دراژه خروس شانسي باربين,NULL,95000,-36,0
6263121400164,6263121400164,شوکو بيس ليواني باربين,NULL,38000,-54,40000
6263150400166,6263150400166,کيسه زباله بزرگ لندي 10 ع,NULL,42000,53,49500
6263150400234,6263150400234,زباله رولي لندي,NULL,0,0,0
6263150400685,6263150400685,کيسه فريزر جعبه اي لندي200,NULL,108500,0,115500
6263170800038,6263170800038,کنسرو تن ماهي کيوتون,NULL,80000,-98,119000
6263172300048,6263172300048,کروسان انا,NULL,0,0,0
6263172300062,6263172300062,کيک وانيلي,NULL,0,0,0
6263172300079,6263172300079,کيک روغني کاکايو اناسان,NULL,0,0,0
6263172300093,6263172300093,اناميس شکلاتي,NULL,0,0,0
6263172300154,6263172300154,کيک قلبي انا,NULL,0,0,0
6263172300406,6263172300406,کيک صبحانه وانيلي,NULL,0,0,0
6263172300437,6263172300437,کيک صبحانه کاکايويي,NULL,0,0,0
6263172300475,6263172300475,نان باگت 4 عددي انا,NULL,0,0,0
6263172300581,6263172300581,کلوچه نارگيلي انا,NULL,0,0,0
6263172300598,6263172300598,کلوچه گردويي انا,NULL,0,0,0
6263186200013,6263186200013,سفره 50 متري ياسين,NULL,80000,-38,0
6263215100390,6263215100390,چاي سي تي سي هديه دار برکاد,NULL,460000,-59,0
6263241300016,6263241300016,کنسرو تن ماهي شنگر,NULL,135000,-39,145000
6263241300023,6263241300023,تن ماهي 150 گرمي,NULL,0,0,0
6263241300061,6263241300061,تن ماهي روغن زيتون شنگر,NULL,0,0,0
6263241300603,6263241300603,کنسرو ماهي شنگر سفيد,NULL,0,0,0
6263259500019,6263259500019,پوودر موبر ايتن,NULL,0,0,0
6263273000014,6263273000014,خيار شور يک ونيم,NULL,0,0,0
6263276600051,6263276600051,لپ لپ دسته ار,NULL,0,0,0
6263276600068,6263276600068,لپ لپ 4,NULL,0,0,0
6263276600075,6263276600075,لپ لپ لولي لپ,NULL,0,0,0
6263276600082,6263276600082,لپ لپ کوچک,NULL,0,0,0
6263276600099,6263276600099,لپ لپ تخم قاضي,NULL,0,0,0
6263276600112,6263276600112,لپ لپ پاندا,NULL,0,0,0
6263276600129,6263276600129,لپ لپ تخم مرغي بزرک,NULL,0,0,0
6263276600174,6263276600174,لپ لپ دخترانه 2,NULL,0,0,0
6263276600198,6263276600198,لپ لپ ماهواره اي ابي,NULL,0,0,0
6263276600211,6263276600211,لپ لپ قيفي,NULL,0,0,0
6263276600235,6263276600235,لپ لپ ماشين,NULL,0,0,0
6263276600365,6263276600365,لپ لپ ماهواره اي,NULL,0,0,0
6263276600785,6263276600785,لپ لپ استوانه اي,NULL,0,0,0
6263277600012,6263277600012,ويتامئن سي,NULL,0,0,0
6263317600019,6263317600019,خرماي طرفي سنايي,NULL,0,0,0
6263328400011,6263328400011,سرم مو براي موهاي رنگ شده,NULL,0,0,0
6263348100052,6263348100052,سس گلوريا فلفل زرد بزرگ,NULL,0,0,0
6263348100069,6263348100069,سس گلوريا فلفل زرد کوچک,NULL,0,0,0
6263348100090,6263348100090,سس گلوريا فلفل سبز کوچک,NULL,0,0,0
6263348200011,6263348200011,دستمال مرطوب کودک بالشتي پديده,NULL,100000,-4,120000
6263348200035,6263348200035,دستمال مرطوب کودک استوانه پديده,NULL,165000,0,190000
6263348200066,6263348200066,دستمال مرطوب ارايشي استوانه پديده,NULL,165000,2,190000
6263381200016,6263381200016,الوکس سفيد کننده معمولي 1 ليتري,NULL,45000,-13,49900
6263381200023,6263381200023,الوکس سفيد کننده معطر 1ليتري ليمويي,NULL,54000,-14,59900
6263381200047,6263381200047,الوکس سفيدکننده معمولي4000,NULL,155000,-1,159900
6263381200177,6263381200177,شيشه شوي الوکس,NULL,90000,-1,99900
6263381200207,6263381200207,مايع ظرفشويي 1000گ ليمويي الوکس,NULL,105000,-11,119900
6263381200283,6263381200283,الوکس مايع دستشويي 500 گرمي زيتون,NULL,125000,0,139900
6263381200290,6263381200290,مايع دستشويي 500گ شير و نارگيل الوکس,NULL,122000,-5,139900
6263381200306,6263381200306,مايع دستشويي صدفي 500گ ابي الوکس,NULL,105000,-5,119900
6263381200313,6263381200313,مايع دستشويي صدفي 500گ صورتي الوکس,NULL,105000,-6,119900
6263381200320,6263381200320,مايع دستشويي صدفي 500گ سبز الوکس,NULL,105000,-3,119900
6263381200337,6263381200337,مايع دستشويي صدفي 500گ بنفش الوکس,NULL,105000,-5,119900
6263381200344,6263381200344,مايع دستشويي صدفي 3750گ ابي الوکس,NULL,395000,-8,419900
6263381200474,6263381200474,مايع دستشويي فوم 500گ ابي الوکس,NULL,115000,-7,129900
6263381200498,6263381200498,مايع دستشويي فوم 500گ بنفش الوکس,NULL,115000,-1,129900
6263381200672,6263381200672,مايع دستشويي 2000گ صدفي الوکس ابي,NULL,255000,-15,269900
6263390600043,6263390600043,کباب لقمه روهيتا,NULL,0,0,0
6263390600234,6263390600234,کباب لقمه ظرفي روهيتا,NULL,0,0,0
6263414000934,6263414000934,مايع لباسشويي تاز کوچگ,NULL,0,0,0
6263414000965,6263414000965,مايع رنگين تاز يک ليتري,NULL,0,0,0
6263414002167,6263414002167,جرم گير ساف,NULL,0,0,0
6263414002457,6263414002457,مايع ظرفشويي تاژ ليمو 4ليتري,NULL,0,0,0
6263414002471,6263414002471,مايع ظرفشويي1ليتري ليمو تاز,NULL,0,0,0
6263414002488,6263414002488,مايع لباسشويي رنگين تاژ 1 ليتري,NULL,152500,-35,180000
6263414002495,6263414002495,مايع لباسشويي رنگين تاژ 4ليتري,NULL,528500,-11,622500
6263414002501,6263414002501,پودر ماشين تاز,NULL,0,0,0
6263414002549,6263414002549,تاژ مايع لباس جنرال 1000گ,NULL,0,0,0
6263414002556,6263414002556,مشکين تاز 3750 گرمي,NULL,570000,-13,600000
6263414002600,6263414002600,مايع لباس تيره تاز يک ليتري,NULL,0,0,0
6262825804070,6262825804070,مايع ظرفشويي سيلور اکتيو 3750 گ سبز,NULL,370500,7,382950
6263414002617,6263414002617,پاک وش صاف مايع لوله باز کن 1250 گرمي,NULL,89000,-2,94000
6263414002624,6263414002624,جرم گير صاف کوچک,NULL,75000,-41,87000
6263414002778,6263414002778,مايع ظرفشويي تاژ 4 ليتري,NULL,264000,-12,304000
6263414002792,6263414002792,پاک وش تا ظرفشويي 3750 گرمي ليمو+جوش شيرين,NULL,284000,-15,304000
6263414002808,6263414002808,مايع ظرفشويي تاژ 1 ليتري,NULL,80000,-56,85000
6263414002914,6263414002914,رنگين تاژ 4 ليتري,NULL,570000,-1,622500
6263414002921,6263414002921,مايع لباسشويي مشکين تاژ 1 ليتري,NULL,135000,-31,152000
6263414002938,6263414002938,مايع لباسشويي مشکين تاژ 4 ليتري,NULL,455000,-4,510000
6263430600217,6263430600217,دورتو مايع ظرفشويي 3750گرمي پرتقال,NULL,460000,-4,499750
6263430600279,6263430600279,مايع ظرف سيب اليتر دورتو,NULL,0,0,0
6263430600286,6263430600286,مايع ظرف 4 ليتري سيب دورتو,NULL,0,0,0
6263430600347,6263430600347,دورتو مايع ظرفشويي 1ليتري ليمو,NULL,125000,-13,137350
6263430600354,6263430600354,دورتو مايع ظرفشويي 3750گرمي ليمو,NULL,460000,-4,499750
6263430600415,6263430600415,دورتو مايع ظرفشويي 1ليتري تمشک,NULL,125000,-13,137250
6263430600422,6263430600422,دورتو مايع ظرفشويي 3750گرمي تمشک,NULL,460000,-4,499750
6263430600620,6263430600620,شامپو سير پرژک,NULL,127000,-19,136250
6263430600668,6263430600668,شامپو رزماري پرژک,NULL,159000,0,168750
6263430600705,6263430600705,شامپو گردو پرژک,NULL,159000,-4,168750
6263430600743,6263430600743,شامپو فلفل پرژک,NULL,131000,11,136250
6263430600781,6263430600781,شامپو بابونه پرژک,NULL,120000,6,123750
6263430600828,6263430600828,شامپو زيتون پرزک,NULL,0,0,0
6263430600866,6263430600866,شامپو انار پرژک,NULL,159000,4,168750
6263430600972,6263430600972,شامپو سدر پرزک,NULL,116500,9,123750
6263430601016,6263430601016,شامپو سبوس برنج پرژک,NULL,120000,7,123750
6263430601849,6263430601849,نرم کننده موي سر روغن ارگان پرژک,NULL,210000,5,247500
6263430601887,6263430601887,نرم کننده موي سر باهسته انگور پرژک,NULL,210000,12,247500
6263430601924,6263430601924,نرم کننده موي سر پرژک هسته انار,NULL,210000,9,247500
6263430602044,6263430602044,دورتو مايع ظرفشويي 750گرمي پرتقال,NULL,112000,-14,124750
6263430602082,6263430602082,دورتو مايع ظرفشويي 750گرمي تمشک,NULL,112000,-10,124750
6263444800016,6263444800016,بستني زمستانه ظفر,NULL,0,0,0
6263471800119,6263471800119,دستمال نانو زانا,NULL,0,0,0
6263483301079,6263483301079,تميز کننده 4 ليتري سايمن,NULL,153000,-27,193000
6263496700050,6263496700050,لايف بزرگ,NULL,0,0,0
6263512445880,6263512445880,سفره سعادت 50 متر,NULL,120000,-25,0
6263525600092,6263525600092,دستکش يک بار مصرف,NULL,55000,-4,0
6263555000091,6263555000091,پيک روغن زيتون 250 ميل شيشه,NULL,335000,-8,370000
6263555000107,6263555000107,پيک روغن زيتون 500 ميل شيشه,NULL,510000,-8,549000
6263555000121,6263555000121,کنسرو تن ماهي پيک,NULL,132000,102,149000
6263555000619,6263555000619,رب گوجه فرنگي800گرمي کليددار پيک,NULL,105000,-18,165000
6263583500020,6263583500020,رو.غن کنجد سي سام,NULL,0,0,0
6263584700023,6263584700023,کره گياهي 50 ماندگار,NULL,0,0,0
6263584700061,6263584700061,کره 100 گياهي ماندگار,NULL,0,0,0
6263584700078,6263584700078,گره 10 گرمي نامدار,NULL,0,0,0
6263603100018,6263603100018,صابون ويگنوليا,NULL,0,0,0
6263603100391,6263603100391,مسواک دنيل,NULL,0,0,0
6263603100407,6263603100407,مسواک دنيل کلاسيک مديوم,NULL,130000,-12,0
6263603101053,6263603101053,زيلت سه لبه رويال ابي,NULL,0,0,0
6263603101060,6263603101060,زيلت رويال ليدي صورتي,NULL,0,0,0
6263603101107,6263603101107,مسواک دنيل سري باربي,NULL,110000,0,0
6263695600380,6263695600380,خودکار ابي سويتاپ,NULL,13000,41,0
6263695600397,6263395600397,خودکار مشکي صدف,NULL,13000,50,0
6263695600700,6263695600700,خودکار Corona,NULL,20000,-68,0
6263697100048,6263697100048,ژامبون گوشت 80 درصد 300گرم وکيوم بيفلند,NULL,140000,-4,0
6263697100154,6263697100154,همبرگر 30 امليانو,NULL,0,0,0
6263697100277,6263697100277,کباب لقمه امليانو,NULL,0,0,0
6263736800083,6263736800083,بيسکوئيت قهوه سلبن,NULL,24000,-12,25000
6263803500137,6263803500137,اسکاج بيگ استار قرمز,NULL,20000,-9,0
6263812000017,6263812000017,دستمال 200 برگ سرو,NULL,38000,-97,58800
6263812000024,6263812000024,دستمال 300 برگ سرو,NULL,65000,-62,90000
6263812000048,6263812000048,دستمال اقتصادي 100 برگ سرو,NULL,34500,-50,54000
6263812000055,6263812000055,دستمال اقتصادي 300 برگ سرو,NULL,49000,-158,80000
6263812000260,6263812000260,دستمال دلسي چهار قلو سرو,NULL,140000,-46,190000
6263812000291,6263812000291,دستمال دلسي دوازده قلو سرو,NULL,380000,-17,560000
6263812000345,6263812000345,دستمال حوله اي دو قلو سرو,NULL,180000,-18,204000
6263812000550,6263812000550,دستمال دلسي دو قلو حجيم رنگي سرو,NULL,62000,-72,96000
6263812000598,6263812000598,دستمال حوله اي دوقلو حجيم رنگي سرو,NULL,140000,-18,180000
6263812800334,6263812800334,چي پلت بزرگ سرکه نمکي,NULL,19000,-66,20000
6263812800341,6263812800341,چي پلت سرکه نمکي کوچک,NULL,9000,-40,10000
6263812800372,6263812800372,پاپ کرن پنيري کوچک آبي پر رنگ,NULL,0,0,0
6263812800716,6263812800716,کراکر با طمع پنير,NULL,32000,-8,35000
6263812801225,6263812801225,پفک 40000,NULL,38000,-12,0
6263812801232,6263812801232,چي توز موتوري 6000ف,NULL,56500,-10,60000
6263812801249,6263812801249,پفک طلايي چي توز 4000ف,NULL,37000,-237,40000
6263812801256,6263812801256,اسنک طلايي  پذيرايي175 گ چي توز,NULL,56500,-27,60000
6263812801386,6263812801386,پفک طلايي چي توز متوسط,NULL,17000,-276,20000
6263812801393,6263812801393,چي توز موتوري 2000ف,NULL,17500,-13,20000
6263818800017,6263818800017,همبرگر طعمدار 30 درصد شاهگوشت,NULL,60000,-1,83000
6263818800055,6263818800055,"کباب لقمه برگر 30 درصد گوشت شاهگوشت ",NULL,80000,-9,102000
6263818800086,6263818800086,همبرگر 30 درصد گوشت فست فودي شاهگوشت,NULL,80000,-7,92000
6263856100391,6263856100391,خوشبو کننده هوا کنسروي جي ام نارنجي,NULL,0,0,0
