CodeOst,Code,Name
10,1000000,استان تهران
10,1001000,تهران
10,1001103,زرقان
10,1001104,دولاب
10,1001105,کوي  سيزدهم  ابان
10,1001200,کن
10,1001201,سولقان
10,1001902,گلندوک
10,1002000,اسلامشهر
10,1002101,ده  عباس
10,1002102,صالح  اباد
10,1002200,چهاردانگه
10,1002201,فيروزبهرام
10,1003000,دماوند
10,1003101,رودهن
10,1003102,کيلان
10,1003103,تارورد
10,1003104,مرا
10,1003105,ابعلي
10,1003106,جمع  ابرود
10,1003108,ابرشيوه
10,1003109,سربندان
10,1003200,فيروزکوه
10,1003201,حبلرود
10,1003202,اتشان
10,1003203,پشتکوه
10,1003204,سرانزا
10,1003205,شهراباد
10,1003206,قزقانچي
10,1003207,ارجمند
10,1003208,وزنا
10,1003209,انزها
10,1003901,جاجرود
10,1003902,جابان
10,1003903,سياهرود
10,1003904,گل  گنگک
10,1003905,زور
10,1003906,مشاع
10,1003907,دوره
10,1003908,دشت مزار
10,1003909,ميگون
10,1003910,گندم  اباد
10,1003911,حرانک
10,1003912,اه
10,1004000,شهر ري
10,1004100,مرکزي  ري
10,1004101,خلازير
10,1004102,غني  اباد
10,1004200,فشاپويه
10,1004201,حسن آباد
10,1004202,وهن اباد
10,1004300,کهريزک
10,1004301,باقرشهر
10,1004302,قلعه  نو
10,1004901,حکيم  اباد
10,1004902,بهشت زهرا
10,1004903,اسمعيل  اباد
10,1004904,قصطانک
10,1004905,منصوراباد
10,1004906,علي  ابادراه  قم
10,1004907,نعمت اباد
10,1004908,ولي  ابادنو
10,1006000,شميرانات
10,1006101,تجريش
10,1006200,لواسانات
10,1006204,افجه
10,1006300,رودبارقصران
10,1006301,فشم
10,1006302,حاجي آباد
10,1006903,زرگنده
10,1006904,رستم  اباد
10,1006905,کندسفلي
10,1006906,دزاشيب
10,1006907,درکه
10,1006908,داراباد
10,1006909,کامرانيه
10,1006910,کاشانک
10,1006911,قنات کوثر
10,1006912,قلهک
10,1006913,امامه
10,1006914,اقدسيه
10,1006915,تلخ  اباد
10,1006917,اوشان
10,1006918,مراتع  لار
10,1007000,شهريار
10,1007100,مرکزي  شهريار
10,1007101,قدس
10,1007102,اکبراباد
10,1007103,ملارد
10,1007104,وحيديه
10,1007105,ابسرد
10,1007106,اختراباد
10,1007107,بي  بي  سکينه
10,1007109,جوقين
10,1007110,رزکان
10,1007111,فردوس
10,1007112,قايم  اباد
10,1007113,مويز
10,1007114,ده  مويز
10,1007115,سعيداباد
10,1007200,رباطکريم
10,1007202,امام  زاده  ابوطالب
10,1007203,ادران
10,1007204,منجيل  اباد
10,1007300,شهر قدس
10,1007400,بهارستان
10,1007901,چهاردانگه  شهرياري
10,1007902,کهنه
10,1007903,ده  شاه  بالا
10,1007904,کرشته
10,1007905,علي  بيات
10,1010000,ورامين
10,1010100,مرکزي  ورامين
10,1010101,قرچک
10,1010102,بهنام  پازوکي  جنوبي
10,1010103,باقرآباد
10,1010104,بهنام  وسطي  شمالي
10,1010105,باغ  خواص
10,1010106,بومهن
10,1010200,پاکدشت
10,1010201,بهنام  پازوکي  شمالي
10,1010202,حصارامير
10,1010203,بهنام  سوخته  شمالي
10,1010204,کريم  اباد
10,1010205,فيلستان
10,1010206,تجن
10,1010300,جواداباد
10,1010301,بهنام غرب جنوبي
10,1010302,بهنام وسطي جنوبي
10,1010303,آب باريک
10,1010400,پيشوا
10,1010401,عسگريه
10,1010402,عسگرابادعباسي
10,1010403,بهنام  سوخته  جنوبي
10,1010404,جليل  اباد
10,1010905,شمس ابادعرب
10,1010906,کهنه  گل
10,1010907,زواره  بيد
10,1010908,دمزاباد
10,1010909,دربالا
10,1010910,داوداباد
10,1010911,نجف ابادباقرين
10,1010912,کاظم  ابادوسط
10,1010913,قلعه  نوتپه  سرجان
10,1010914,قلعه  سين
10,1010915,خيرابادخالصه
10,1010916,حاجي  ابادسالار
10,1010917,حصارحسن بيک
10,1010918,حصارقاضي
10,1010919,بوالعرز
10,1010920,خاتون آباد
10,1010921,خالداباد
10,1010922,چالتاسيان
10,1010923,يوسف ابادخالصه
10,1010925,چرم  شهر
10,1010926,مامازند
10,1010927,پارچين
10,1010928,خيراباد
10,1099901,ارنگه
10,1099902,جعفرآباد
10,1099903,اکراد
10,1099904,فرحناز
10,1099905,غارغربي
10,1099906,غارشرقي
10,1099907,عليشاه  عوض
10,1099908,سرخه  حصار
12,1200000,استان مازندران
12,1201000,ساري
12,1201100,مرکزي  ساري
12,1201101,اسفيورشوراب
12,1201102,شرفدارکلاه
12,1201103,رودپي
12,1201104,اکند
12,1201105,کليجان رستاق  سفلي
12,1201106,سنگتراشان
12,1201107,کليجان رستاق  عليا
12,1201108,پايين هولار
12,1201109,مياندورودکوچک
12,1201110,سه  سکنده  عليا
12,1201111,مذکوره
12,1201112,بندارخيل
12,1201200,چهاردانگه
12,1201201,کياسر
12,1201202,پشتکوه
12,1201203,تلمادره
12,1201204,گرماب
12,1201205,خالخيل
12,1201300,دودانگه
12,1201301,بنافت
12,1201302,سنگده
12,1201303,فريم
12,1201304,محمدآباد
12,1201305,وزملا
12,1201306,سياهدشت
12,1201400,مياندرود
12,1201401,مياندرودبزرگ
12,1201402,اسلام آباد
12,1201403,کوهدشت
12,1201404,سورک
12,1201901,وليک بن
12,1201903,پنبه  چوله
12,1201904,بالارسکت
12,1201905,بالاکوه
12,1201906,برا
12,1201907,ورند
12,1201908,کياده
12,1201909,سودکلا
12,1201911,ميانرود
12,1201912,مازارستاق
12,1201913,لنگر
12,1201914,گلورد
12,1201915,صفراباد
12,1201917,ترم
12,1202000,امل
12,1202100,مرکزي  امل
12,1202101,بالاخيابان ليتکوه
12,1202102,اسکومحله
12,1202103,پايين خيابان ليتکوه
12,1202104,مرانده
12,1202105,چلاو
12,1202106,رزکه
12,1202107,دشت سر
12,1202108,نجارمحله
12,1202109,دابوي  جنوبي
12,1202110,رييس اباد
12,1202111,هرازپي  جنوبي
12,1202112,قادي  محله
12,1202200,لاريجان
12,1202201,رينه
12,1202202,بالالاريجان
12,1202203,گزنک
12,1202204,لاريجان سفلي
12,1202205,بايجان
12,1202901,موزيرج
12,1202902,نوگردن
12,1202903,شرمه  کلا
12,1202904,شاهکني
12,1202905,شاکرمحله
12,1202906,کهن پا
12,1202907,سنگ درکا
12,1202909,زوارک
12,1202910,رودباردشت
12,1202911,دورانسرسفلي
12,1202912,ورسکي
12,1202913,نسل
12,1202914,کرف
12,1202915,مارکتي
12,1202916,لتي  کلهر
12,1202917,لاسم
12,1202918,منگوده
12,1202919,گزانه
12,1202920,عاليکلا
12,1202921,چنگاز
12,1202922,خوشرود
12,1202925,پاشاکلاعليا
12,1202926,بامرکلا
12,1203000,بابل
12,1203100,مرکزي  بابل
12,1203101,اميرکلا
12,1203102,بابل  کنار
12,1203103,مرزيکلاه
12,1203104,فيضيه
12,1203105,سلطان محمدطاهر
12,1203106,گنج  افروز
12,1203107,پايين گنج  افروز
12,1203108,گتاب
12,1203109,پايين گتاب
12,1203110,کاري  پي
12,1203111,زرگرمحله
12,1203112,لاله  اباد
12,1203113,پايين احمدچاله  پي
12,1203200,بندپي  شرقي
12,1203201,سجادرود
12,1203203,فيروزجاه
12,1203204,فيروزجاه  ثابت
12,1203300,بندپي  غربي
12,1203301,خوش رود
12,1203302,خوش رودپي
12,1203303,شهيداباد
12,1203304,شياده
12,1203901,امين خان
12,1203902,انديکلا
12,1203903,اهنگرکلا
12,1203904,بيشه  سر
12,1203905,شيردارکلا
12,1203906,چلياسر
12,1203907,سنگ چال
12,1203908,روشن اباد
12,1203909,نشل
12,1203910,متي  کلا
12,1203911,کبرياکلا
12,1203912,قميکلا
12,1203913,علمدار
12,1203914,گرميچ
12,1204000,بابلسر
12,1204100,مرکزي  بابلسر
12,1204101,بابلرود
12,1204102,بابل  پشت
12,1204103,ساحلي
12,1204104,باقرتنگه
12,1204200,رودبست
12,1204201,خشکرود
12,1204202,پازوار
12,1204203,ايسي  کلا
12,1204300,بهنمير
12,1204301,عزيزک
12,1204400,فريدونکنار
12,1204401,امام  زاده  عبدالله
12,1204402,کارکردمحله
12,1204403,باريک رود
12,1204404,فيروزاباد
12,1204901,سقري  کلا
12,1205000,بهشهر
12,1205100,مرکزي  بهشهر
12,1205101,رستمکلا
12,1205102,کوهستان -  مرکزي  بهشهر
12,1205103,ميان کاله
12,1205104,زاغمرز
12,1205200,گلوگاه
12,1205201,پنج  هزاره
12,1205202,علمدارمحله
12,1205203,کلباد
12,1205204,لمراسک
12,1205300,يانه  سر
12,1205301,شهدا
12,1205302,سفيدچاه
12,1205303,عشرستاق
12,1205304,بيشه  بنه
12,1206000,محمودآباد
12,1206100,مرکزي  محموداباد
12,1206101,اهلمرستاق  شمالي
12,1206102,ازادمون
12,1206103,اهلمرستاق  جنوبي
12,1206104,کلوده
12,1206105,هرازپي  غربي
12,1206106,خطاهن
12,1206200,سرخرود
12,1206201,دابوي  شمالي
12,1206202,هرازپي  شمالي
12,1206203,بيشه  کلا
12,1206901,ميناکلمرز
12,1207000,ترکمن
12,1207100,مرکزي  ترکمن
12,1207101,بندرترکمن
12,1207102,جعفرباي  جنوبي
12,1207103,سيجوال
12,1207200,گميشان
12,1207201,گميش تپه
12,1207202,جعفرباي  شرقي
12,1207203,بناور
12,1207204,جعفرباي  غربي
12,1207205,خواجه  نفس
12,1207901,قرنجيک
12,1208000,تنکابن
12,1208100,مرکزي  تنکابن
12,1208101,خرم آباد
12,1208103,قلعه  گردن
12,1208104,گليجان
12,1208105,سليمان اباد
12,1208106,دوهزار
12,1208107,امامزاده  قاسم
12,1208108,سه  هزار
12,1208109,يوج
12,1208200,عباس اباد
12,1208201,سلمان شهر
12,1208202,نشتارود
12,1208203,کلاراباد
12,1208204,کلار
12,1208205,تازه  اباد -  عباس اباد
12,1208206,لنگارود
12,1208208,کترا
12,1208901,مرودشت
12,1208902,لاتراشان
12,1208903,گلعلي  اباد
12,1209000,رامسر
12,1209100,مرکزي  رامسر
12,1209101,کتالم  وسادات محله
12,1209102,جهل  شهيد
12,1209103,گالش محله
12,1209104,سخت سر
12,1209105,جنت رودبار
12,1209106,اشکورتنکابن
12,1209107,تمل
12,1209901,کردمحله
12,1210000,سوادکوه
12,1210100,مرکزي  سوادکوه
12,1210101,پل  سفيد
12,1210102,الاشت
12,1210103,زيراب
12,1210104,سرخکلا
12,1210105,راستوپي
12,1210106,شورمست پي  رودبار
12,1210107,ولوپي
12,1210108,لله  بند
12,1210109,کسليان
12,1210110,اتو
12,1210200,شيرگاه
12,1210201,شرق  وغرب شيرگاه
12,1210202,کليج  خيل
12,1210203,لفور
12,1210204,شارقلت
12,1210901,ورسک
12,1210902,بورخاني
12,1210903,خرمنديچال
12,1210904,ازانده
12,1210905,جديداسلام
12,1210906,رجه
12,1210907,دهميان
12,1210908,شيرمست
12,1210909,اردستان
12,1211000,علي آباد
12,1211100,مرکزي  علي  اباد
12,1211101,استراباد
12,1211102,فاضل  اباد
12,1211103,کتول
12,1211104,مزرعه -  مرکزي  علي  اباد
12,1211901,معصوم  اباد
12,1212000,قايم  شهر
12,1212100,مرکزي  قايم  شهر
12,1212101,کياکلا -  مرکزي  قايم  شهر
12,1212103,قاديکلاارطه
12,1212104,بالاتجن
12,1212105,شيخ  علي
12,1212106,تالارپي
12,1212107,سنگتاب
12,1212109,قاديکلابزرگ
12,1212110,نوکندکلا
12,1212111,رکابدارکلا
12,1212112,سوخت ابندان
12,1212200,جويبار
12,1212201,کياکلا -  جويبار
12,1212202,نجارکلاجديد
12,1212203,سياهرود
12,1212204,گليرد
12,1212205,گيل  خواران
12,1212206,کوهي  خيل
12,1212207,استانه
12,1212208,درازمحله
12,1212901,دنج  کلا
12,1212902,کرتنا
12,1212903,هتکهکوه
12,1212904,گوني  باني
12,1212905,وديکلابورطه
12,1212906,گرمابه
12,1212907,خطيرکلا
12,1212908,درکاس
12,1212909,چمازکتي
12,1212910,سيدمحله
12,1213000,کردکوي
12,1213100,مرکزي  کردکوي
12,1213101,چهارکوه
12,1213102,سرکلاته
12,1213103,سدن رستاق  شرقي
12,1213104,يساقي
12,1213105,سدن رستاق  غربي
12,1213106,چهارده
12,1213200,بندرگز
12,1213201,نوکنده
12,1213202,انزان
12,1213203,گزغربي
12,1214000,گرگان
12,1214100,مرکزي  گرگان
12,1214101,استرابادجنوبي
12,1214102,جلين عليا
12,1214103,استرابادشمالي
12,1214104,سرخنکلاته
12,1214105,انجيراب
12,1214106,رنگيان
12,1214108,لمسک
12,1214109,سرخ  پشته
12,1214110,نوده  ملک
12,1214200,اق  قلا
12,1214201,اق  التين
12,1214202,عطااباد
12,1214203,شيخ  موسي
12,1214204,گري  دوجي
12,1214205,گرگان بوي
12,1214206,قنقرمه
12,1214207,مزرعه -  اق  قلا
12,1214208,انبارالوم
12,1214901,کفشگيري
12,1214902,الوکلاته
12,1214903,دازشقال  تپه  سفلي
12,1215000,گنبدکاووس
12,1215100,مرکزي  گنبدکاووس
12,1215101,اق  اباد
12,1215102,باغلي  ماراما
12,1215103,فجر
12,1215104,سلطانعلي
12,1215200,ازادشهر
12,1215201,چشمه  ساران
12,1215202,فارسيان -  ازادشهر
12,1215203,خرمارود
12,1215204,نوده  خاندوز
12,1215205,نظام  اباد
12,1215206,قشلاق
12,1215207,زيتونلي
12,1215300,داشلي  برون
12,1215301,اترک
12,1215303,کرند
12,1215400,راميان
12,1215401,خان ببين
12,1215402,دلند
12,1215403,فندرسک
12,1215404,دارکلاته
12,1215405,قلعه  ميران
12,1215406,باقرآباد
12,1215901,بلخان
12,1215902,الهادي
12,1215903,دانشمند
12,1215904,امام  زاده  يحيي
12,1215905,اميرمحمدقلي
12,1215906,بهکله  بابل
12,1215907,ايشک تپه
12,1215908,ايگورعليا
12,1215909,پشمک
12,1215910,تنگلي
12,1215911,چات
12,1215912,چاي  قوشن يستطيج
12,1215913,ميوه  چي
12,1215914,يکه  چنار
12,1215915,کوچک قان نميز
12,1215916,ده  ضياشک
12,1215917,لکيجه
12,1215918,قوريلجه
12,1215919,قره  محمدتپه
12,1215920,گدايجه
12,1216000,مينودشت
12,1216100,مرکزي  مينودشت
12,1216101,چهل  چاي
12,1216102,الفجر
12,1216103,قلعه  قافه
12,1216104,کوهسارات
12,1216105,دوزين
12,1216200,کلاله
12,1216201,اق  سو
12,1216202,اجن سنگرلي
12,1216203,تمران
12,1216204,تمرقره  قوزي  سفلي
12,1216205,زاوکوه
12,1216206,پيشکمر
12,1216207,کنگور
12,1216208,اچي  لک
12,1216300,گاليکش
12,1216301,قراولان
12,1216302,اق  قميش
12,1216303,نيلکوه
12,1216304,فارسيان -  گاليکش
12,1216305,ينقاق
12,1216400,مراوه  تپه
12,1216401,گلي  داغ
12,1216402,يازگلدي
12,1216901,تازه  کشت
12,1216902,لوه
12,1217000,نور
12,1217100,مرکزي  نور
12,1217101,رويان
12,1217102,ميان بند
12,1217103,گاسيگرمحله
12,1217104,ناتل  کنارسفلي
12,1217105,ايزده
12,1217106,ناتل  کنارعليا
12,1217107,سلياکتي
12,1217200,بلده
12,1217201,اوزرود
12,1217202,پيل
12,1217203,تتارستاق
12,1217204,تاکر
12,1217205,شيخ  فضل  الله  نوري
12,1217300,چمستان
12,1217301,ناتل  رستاق
12,1217303,بنفشه  ده
12,1217304,لاويج
12,1217305,رييس کلا
12,1217306,گرناسرا
12,1217901,علمده
12,1217902,رستم  رود
12,1217904,کمر
12,1217906,نسن
12,1217907,بردون
12,1217908,شهرکلا
12,1218000,نوشهر
12,1218100,مرکزي  نوشهر
12,1218101,بلده  کجور
12,1218102,اندرود
12,1218103,خيرودکنار
12,1218104,موسي  اباد
12,1218105,کالج
12,1218106,نارنج  بن
12,1218200,کلاردشت
12,1218201,مرزن اباد
12,1218202,کرديچال
12,1218203,کوهستان -  کلاردشت
12,1218204,طوير
12,1218205,بيرون بشم
12,1218206,گويتر
12,1218207,گرکلا
12,1218208,پيشاسه
12,1218300,کجور
12,1218301,پنجک رستاق
12,1218302,دشت نظير
12,1218303,توابع  کجور
12,1218304,زانوس رستاق
12,1218305,پول
12,1218400,چالوس
12,1218401,کلاررستاق  غربي
12,1218402,هچي  رود
12,1218403,کلارستاق  شرقي
12,1218404,تازه  اباد -  چالوس
12,1218901,ساس
12,1219000,نکا
12,1219100,مرکزي  نکا
12,1219101,مهروان
12,1219102,گل  خيل
12,1219103,قره  طغان
12,1219104,طوسکلا
12,1219105,پي  رجه
12,1219106,زرندين سفلي
12,1219200,هزارجريب
12,1219201,زارم  رود
12,1219202,زيارت کلا
12,1219203,استخرپشت
12,1219901,تازه  ابادکلا
12,1219902,چالمردي
12,1219903,اهراب
12,1299901,شهرخواست
12,1299902,ناييچ
12,1299903,سوچلما
12,1299904,کوه  پر
12,1299905,کوکلان
12,1299906,ميانرودعليا
12,1299907,ساقي  کلايه
12,1299908,ساسي  کلام
12,1299909,زواره
12,1299911,رينملاريجان
12,1299912,رودبار
12,1299913,رمدانخيل
12,1299914,رستاق
12,1299915,کمررود
12,1299916,دلارستاج
12,1299917,کليجان ييلاق
12,1299918,کلررودپي
12,1299919,وازيک
12,1299920,کجرستاق
12,1299921,نمارستاق
12,1299922,نرماب دوسر
12,1299923,قجق
12,1299924,ملک
12,1299925,قان يخمزشرقي
12,1299926,قانچي
12,1299927,گلباد
12,1299928,علويکلا
12,1299929,مغريکا
12,1299930,هلوپشته
12,1299931,يخکش
12,1299932,چهاردانگه  سورتجي
12,1299933,چهاردانگه  هزارجريبي
12,1299934,بندرج
12,1299935,حسن کيف
12,1299936,اميري
12,1299937,حومه  کران
12,1299938,بهرستان
12,1299939,خانقاه  پي
12,1299940,اوزرودعليا
12,1299941,پالرود
12,1299942,پلور
12,1299943,اينچه  برون
12,1299944,ايندواجان
12,1299945,استرابادرستاق
12,1299946,اتاباي  جنوبي
12,1299947,اتاباي  شمالي
12,1299948,تيرستان
12,1299949,جعفرياي  شمالي
12,1299950,جلال  ارزک جنوبي
12,1299951,جلال  ارزک شمالي
12,1299952,چلندر
12,1299953,خيراباد
12,1299954,اق  قلعه
12,1299955,بانصرکلا
12,1299956,هراز
13,1300000,استان اذربايجان شرقي
13,1301000,تبريز
13,1301100,مرکزي  تبريز
13,1301101,باسمنج
13,1301102,سردرود
13,1301103,اجي  چاي
13,1301104,مايان سفلي
13,1301105,اسپران
13,1301106,ينگي  اسپران
13,1301107,جزيره
13,1301108,سراي  ده
13,1301109,سردصحرا
13,1301110,خلجان
13,1301111,ميدانچاي
13,1301112,کندرود -  مرکزي  تبريز
13,1301113,اولي
13,1301200,اذرشهر
13,1301201,گاوکان
13,1301202,ممقان
13,1301203,شيرامين
13,1301204,قاضي  جهان
13,1301205,قبله  داغي
13,1301206,ناديلو
13,1301207,تيمورلو
13,1301208,المالوداش
13,1301300,اسکو
13,1301301,خسروشهر
13,1301302,ايلخچي
13,1301303,باويل
13,1301304,کله  جاه
13,1301305,شورگات جنوبي
13,1301306,خاص اباد
13,1301307,شورگات شمالي
13,1301308,لاهيجان
13,1301309,گنبر
13,1301310,اربط
13,1301311,سهند
13,1301312,اسفنجان
13,1301313,اق  گنبد
13,1301314,سرين ديزج
13,1301901,مشيراباد
13,1301902,بلويردي
13,1301904,بارنج
13,1302000,اهر
13,1302100,مرکزي  اهر
13,1302101,اذغان
13,1302102,اوچ  هاچا
13,1302103,يخفروزان
13,1302104,بزکش
13,1302105,گرنگاه
13,1302106,قشلاق
13,1302107,تازه  کند
13,1302108,گويچه  بل
13,1302109,خونيق
13,1302110,ورگهان
13,1302200,خروانق
13,1302201,ارزيل
13,1302202,جوشين
13,1302203,ديزمارمرکزي
13,1302300,ورزقان
13,1302301,ازومدل  جنوبي
13,1302302,ازومدل  شمالي
13,1302303,تخمدل
13,1302304,بکراباد
13,1302305,سينا
13,1302306,اقابابافرامرزي
13,1302400,هوراند
13,1302401,چهاردانگه
13,1302402,اق  براز
13,1302403,دودانگه
13,1302404,ديکله
13,1302405,مجيداباد
13,1302901,سرکش
13,1302902,زنداباد
13,1302903,کنک ل  اباد
13,1302904,ديزج  چراغ
13,1302905,کلو
13,1302906,قراقيه
13,1302907,گندوقدي
13,1302908,فروردين
13,1302909,علي  بيک کندي
13,1302910,عليار
13,1302911,طرزم
13,1302912,شيخدار
13,1302913,ارضين
13,1302914,اوانه
13,1302915,ايت کندي
13,1302916,بزه  جان
13,1302917,بجوشين
13,1303000,سراب
13,1303100,مرکزي  سراب
13,1303101,ابرغان
13,1303102,اغميون
13,1303103,حومه
13,1303104,اسب فروشان
13,1303105,رازليق
13,1303106,صايين
13,1303107,کليان
13,1303108,ملايعقوب
13,1303109,اردها
13,1303200,مهربان
13,1303201,اردلان
13,1303202,اسنق
13,1303203,الان براغوش
13,1303204,الان
13,1303205,شربيان
13,1303901,شاللو
13,1303902,سلطان اباد
13,1303903,سرين
13,1303904,زيراسف
13,1303905,کاديجان
13,1303906,قوشچي
13,1303907,قلعه  جوق
13,1303908,قره  مسجد
13,1303909,هروان
13,1303910,صومعه
13,1303911,بلالجين
13,1303913,دوزدوزان
13,1303914,اندراب
13,1303915,داراب
13,1303916,اسفنان
13,1303917,تيره  جين
13,1303918,بالستان
13,1303919,براغوش
13,1304000,مراغه
13,1304100,مرکزي  مراغه
13,1304101,سراجوي  شمالي
13,1304102,داش اتان
13,1304103,قره  ناز
13,1304104,ورجوي
13,1304105,سراجوي  غربي
13,1304106,علويان
13,1304200,سراجو
13,1304201,سراجوي  شرقي
13,1304202,خراجو
13,1304203,قوري  چاي  غربي
13,1304204,داشبلاغ  بازار
13,1304205,سراجوي  جنوبي
13,1304206,گل  تپه
13,1304300,عجب شير
13,1304301,ديزجرودغربي
13,1304302,شيشوان
13,1304303,ديزجرودشرقي
13,1304304,جوان قلعه
13,1304305,چوبانکر
13,1304306,مهراباد
13,1305000,مرند
13,1305100,مرکزي  مرند
13,1305102,زنوز
13,1305103,دولت آباد
13,1305104,کشکسراي
13,1305105,هرزندات غربي
13,1305106,گلين قيه
13,1305107,زنوزق
13,1305108,ميشاب شمالي
13,1305109,کندلج
13,1305110,هرزندات شرقي
13,1305111,هرزندجديد
13,1305200,يامچي
13,1305201,ذوالبين -  يامچي
13,1305202,يکانات
13,1305203,يکان کهريز
13,1305901,بهرام
13,1305902,اينانلو
13,1305903,بالقوزاغاج
13,1305904,ميزاب
13,1305905,کيان عليا
13,1305906,کوهناب
13,1305907,سگبان
13,1305908,سعدي
13,1305909,زنجيره
13,1305910,زم
13,1305911,يکان عليا
13,1305912,کندعب
13,1305913,ديزه  جيکان
13,1305914,ديزج  قربان
13,1305916,يام
13,1305917,مغولو
13,1306000,جلفا
13,1306100,مرکزي  جلفا
13,1306101,ارسي
13,1306102,هاديشهر
13,1306103,شجاع
13,1306200,سيه  رود
13,1306201,ديزمارغربي
13,1306202,نوجه  مهر
13,1306203,داران
13,1306901,سيه  سران
13,1306902,ليوارجان
13,1307000,ميانه
13,1307100,مرکزي  ميانه
13,1307101,اوج  تپه  شرقي
13,1307102,پورسخلو
13,1307103,شيخ  دراباد
13,1307104,قافلانکوه  غربي
13,1307105,اچاچي
13,1307106,قزل  اوزن
13,1307107,قويوجاق
13,1307108,کله  بوزشرقي
13,1307109,کنگاور
13,1307110,کله  بوزغربي
13,1307111,باشماق
13,1307112,گرمه  جنوبي
13,1307113,گوندوغدي
13,1307200,ترکمانچاي
13,1307201,اوج  تپه  غربي
13,1307202,خاتون آباد
13,1307203,براونان شرقي
13,1307204,صومعه  عليا
13,1307205,براونان غربي
13,1307206,قريب دوست
13,1307207,براونان مرکزي
13,1307208,ورنکش
13,1307300,کاغذکنان
13,1307301,قافلانکوشرقي
13,1307302,چلاقلو
13,1307303,کاغذکنان شمالي
13,1307304,قره  بلاغ
13,1307305,کاغذکنان مرکزي
13,1307306,اقکند
13,1307400,کندوان
13,1307401,تيرچايي
13,1307402,ايشاق
13,1307403,ترک
13,1307404,گرمه  شمالي
13,1307405,ارموداق
13,1307901,بلندتيمور
13,1307902,اميرآباد
13,1307903,خانيوردي
13,1307904,اوج  تپه
13,1307905,شاه  علي  بيگلو
13,1307906,دويچ
13,1307907,قوچقار
13,1307908,طاوسلو
13,1308000,هشترود
13,1308100,مرکزي  هشترود
13,1308101,چاراويماق  شمالشرقي
13,1308102,نصيراباد
13,1308103,سلوک
13,1308104,علي آباد
13,1308105,قرانقو
13,1308106,ذوالبين -  مرکزي  هشترود
13,1308107,کوهسار
13,1308108,اوشندل
13,1308109,باغچه  جق
13,1308200,چاراويماق
13,1308201,قره  اغاج
13,1308202,چاراويماغ  مرکزي
13,1308203,چاراويماغ  جنوب غربي
13,1308204,ارسکناي  سفلي
13,1308205,چاراويماق  جنوب شرقي
13,1308206,ذاکرکندي
13,1308207,چاراويماق  شرقي
13,1308208,اغچه  ريش
13,1308209,ورقه
13,1308211,کلب کندي
13,1308212,عربشاه
13,1308300,نظرکهريزي
13,1308301,المالو
13,1308302,اتش بيک
13,1308303,قوري  چاي
13,1308304,اغ  زيارت
13,1308901,اغچه  مشهد
13,1308902,خورجستان
13,1308903,چراغچي
13,1308904,سعادتلو
13,1308905,مدلوچراغمردان
13,1308907,دين اوغلي
13,1308908,ظهرابند
13,1308909,نخوداباد
13,1309000,بناب
13,1309100,مرکزي  بناب
13,1309101,بناجوي  شرقي
13,1309102,خوشه  مهر
13,1309103,بناجوي  شمالي
13,1309104,روشت بزرگ
13,1309105,بناجوي  غربي
13,1309106,خانه  برق  جديد
13,1309901,جلقايي
13,1309902,تازه  قلعه
13,1309903,تازه  کندخان کندي
13,1309904,شيخ  بابا
13,1310000,ملکان
13,1310100,مرکزي  ملکان
13,1310101,گاودول  شرقي
13,1310102,اق  منار
13,1310103,گاودول  غربي
13,1310104,بايقوت
13,1310105,گاودول  مرکزي
13,1310106,اروق
13,1310200,ليلان
13,1310201,ليلان جنوبي
13,1310202,ليلان شمالي
13,1310203,طوراغاجي
13,1310910,باباکلک
13,1311000,بستان اباد
13,1311100,مرکزي  بستان اباد
13,1311101,اوجان غربي
13,1311102,بنه  کهل
13,1311103,شبلي
13,1311104,سعيداباد
13,1311105,مهرانرودجنوبي
13,1311106,حاج  اقا
13,1311107,مهرانرودمرکزي
13,1311108,کردکندي
13,1311109,قوريگل
13,1311110,يوسف اباد
13,1311111,حاجي  عبدال
13,1311200,تيکمه  داش
13,1311201,سهنداباد
13,1311202,قره  چاي  حاج  علي
13,1311203,اوجان شرقي
13,1311204,قره  بابا
13,1311205,عباس شرقي
13,1311206,قره  چمن
13,1311207,عباس غربي
13,1311901,قاشقايي
13,1311902,کله  خان
13,1311903,کلتان
13,1311904,قره  حسين
13,1311905,گلهين
13,1311906,گلوج
13,1311907,عين الدين
13,1311908,چيني  بلاغ
13,1311909,پيرلوجه
13,1311910,دبلکوه
13,1311911,اشتلق  عليا
13,1311912,بستان ابادسفلي
13,1311913,ساروخليل
13,1312000,شبستر
13,1312100,مرکزي  شبستر
13,1312101,سيس
13,1312102,شنداباد
13,1312103,گوني  مرکزي
13,1312104,کوزه  کنان
13,1312105,گوني  شرقي
13,1312106,بنيس
13,1312107,شرفخانه
13,1312108,وايقان
13,1312109,خامنه
13,1312200,انزاب
13,1312201,تسوج
13,1312202,گوني  غربي
13,1312203,تيل
13,1312204,چهرگان
13,1312300,صوفيان
13,1312301,چله  خانه
13,1312302,چله  خانه  عليا
13,1312303,رودقات
13,1312304,امند
13,1312305,ميشوجنوبي
13,1312306,نعمت اله
13,1312307,کندرود -  صوفيان
13,1312901,شانجان
13,1312902,نوجه  ده
13,1312903,ديزج  شيخ  مربان
13,1312904,کافي  الملک
13,1312905,عليشاه
13,1312906,انده  بيل
13,1312907,بينس
13,1312908,دازيان
13,1312909,ابنيس
